,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
10,Ontology,1,Finished Airing,Music,Unknown,Unknown,Music,0,#21056,N/A,N/A,84,"Music video for the original song Ontology by the VTuber unit, Rain Drops.","Oct 23, 2020",5 min.,Unknown,"None found, add some"
11,Ooi! Tonbo,Unknown,Not yet aired,Unknown,Unknown,"Drama,Sports,",TV,0,#16961,N/A,N/A,330,"Tonbo Ooi, the protagonist, lost both of her parents in a car accident when she was young and was raised by her grandfather, Gonji Ooi, a fisherman on the island of Kagoshima in the Tokara Islands. Tonbo learns to play golf while using her father's inherited No. 3 iron on the island's three golf courses, which were built by the islanders themselves.

The story begins with Tonbo meeting Ichika Igarashi, a former professional golfer who has come to Kagoshima in search of work.

(Source: MAL News)",2024 to ?,Unknown,?,"None found, add some"
12,Ookami to Koushinryou: Merchant Meets the Wise Wolf,Unknown,Not yet aired,Adult Cast,Unknown,"Adventure,Drama,Fantasy,Romance,",TV,87,#4921,N/A,N/A,"17,250",New anime project for Ookami to Koushinryou.,2024 to ?,Unknown,?,Passione
13,Ookina Furudokei,1,Finished Airing,Music,Kids,Unknown,Music,0,#20142,N/A,N/A,132,"The original rendition of the Japanese version of the 1876 song My Grandfather's Clock by American composer and songwriter Henry Clay Work that was broadcast on NHK's Minna no Uta program. It was performed by Sumito Tachikawa and the Nagato Miho Kagekidan Jidou Gasshoudan (Miho Nagato Opera Children's Choir) and featured artwork by Rokurou Taniuchi. Due to the copyright law of the time, price of film reels, and overwriting tapes, Ookina Furudokei from 1962 remains to be one that is missing its video tape, as such the music video is considered lost media.",Jun 1962,Unknown,Unknown,"None found, add some"
14,Ookina Furudokei (1973),1,Finished Airing,Music,Kids,Unknown,Music,0,#19635,N/A,N/A,163,"The second release of the Japanese version of the 1876 song My Grandfather's Clock by American composer and songwriter Henry Clay Work that was broadcast on NHK's Minna no Uta program. It was again performed by Sumito Tachikawa and the Nagato Miho Kagekidan Jidou Gasshoudan (Miho Nagato Opera Children's Choir), but this time featured animation by Yoshiyuki Takeguchi.","Jun 18, 1973",2 min.,Unknown,"None found, add some"
15,Ookina Furudokei (2002),1,Finished Airing,Music,Kids,Unknown,Music,0,#20398,N/A,N/A,118,The third release of the Japanese version of the 1876 song My Grandfather's Clock by American composer and songwriter Henry Clay Work that was broadcast on NHK's Minna no Uta program. It was performed by Ken Hirai and featured artwork by Masaki Shiota that was animated by Three-d.,"Aug 2, 2002",2 min.,Unknown,Three-d
16,Ookina Onaka,1,Finished Airing,Music,Kids,Unknown,Music,0,#20043,N/A,N/A,138,Music video for the song Ookina Onaka by Japanese music group CRaNE that was featured on NHK's Minna no Uta program. The video was animated by Osamu Sakai.,"Jun 1, 2016",2 min.,Unknown,"None found, add some"
17,Ookina Ringo no Shita de,1,Finished Airing,Music,Kids,Unknown,Music,0,#21095,N/A,N/A,83,A music video for the song by Da Capo that was featured on NHK's Minna no Uta Program.,Apr 1989,2 min.,Unknown,"None found, add some"
18,Orbital Era,1,Not yet aired,Space,Unknown,"Adventure,Sci-Fi,",Movie,2,#7635,N/A,N/A,"5,690","Orbital Era is set in the near-future on a space colony under construction. The film features a coming-of-age action-adventure story following the lives of young boys surviving in this peculiar environment and society as they are tossed around by fate. ""The reality found in mankind's future"" will be depicted through their perspective.

The story will take place over four seasons in the space colony. The characters relationships will unfold over these seasons. Otomo noted that the film is set in the future, but instead of being rooted in science fiction, the story will skew more toward fantasy.

(Source: MAL News)",Not available,Unknown,Unknown,Sunrise
19,Ore dake Level Up na Ken,Unknown,Not yet aired,Unknown,Unknown,"Action,Adventure,Fantasy,",TV,"2,573",#1556,N/A,N/A,"135,420","Ten years ago, ""the Gate"" appeared and connected the real world with the realm of magic and monsters. To combat these vile beasts, ordinary people received superhuman powers and became known as ""Hunters."" Twenty-year-old Sung Jin-Woo is one such Hunter, but he is known as the ""World's Weakest,"" owing to his pathetic power compared to even a measly E-Rank. Still, he hunts monsters tirelessly in low-rank Gates to pay for his mother's medical bills.

However, this miserable lifestyle changes when Jin-Woo—believing himself to be the only one left to die in a mission gone terribly wrong—awakens in a hospital three days later to find a mysterious screen floating in front of him. This ""Quest Log"" demands that Jin-Woo completes an unrealistic and intense training program, or face an appropriate penalty. Initially reluctant to comply because of the quest's rigor, Jin-Woo soon finds that it may just transform him into one of the world's most fearsome Hunters. 

[Written by MAL Rewrite]",Jan 2024 to ?,Unknown,Winter 2024,A-1 Pictures
20,Orientation,1,Finished Airing,Music,Unknown,Unknown,Music,0,#19787,N/A,N/A,154,"Music video for group_inou's song Orientation, animated and directed by Ac-Bu.

The video is a blend of live-action footage and animation.","Nov 7, 2012",5 min.,Unknown,"None found, add some"
21,Original (2021),1,Finished Airing,Music,Unknown,Unknown,Music,0,#23296,N/A,N/A,48,Music video for the song Original by DUSTCELL.,"Apr 6, 2021",2 min.,Unknown,"None found, add some"
22,Oroka na Tenshi wa Akuma to Odoru,Unknown,Not yet aired,Unknown,Seinen,"Comedy,Supernatural,",TV,23,#8862,N/A,N/A,"3,775","Akutsu Masatora is a demon who has infiltrated a high school in the human world. His goal is to find candidates to aid Hell in the fight against their natural enemies, the angels of Heaven. Assigned a seat next to Lily Amane, another student who transferred here not long ago, Akutsu falls prey to her beauty and decides to recruit her to his cause.

But there's more to Lily than meets the eye, and Akutsu not only finds himself an accomplice to one of the very enemies he is supposed to defeat, but he also might have developed feelings for her.

[Written by MAL Rewrite]",Not available,Unknown,?,"None found, add some"
23,Osampo,1,Finished Airing,Music,Kids,Unknown,Music,0,#19788,N/A,N/A,154,Music video for the song OSAMPO by Char that was featured on NHK's Minna no Uta program. The video was animated by Taku Furukawa.,"Apr 1, 2006",2 min.,Unknown,"None found, add some"
24,Oshimai no Mirai Yori,1,Finished Airing,Music,Unknown,Unknown,Music,0,#19510,N/A,N/A,170,Music video directed and animated by Ootori for the song Oshimai no Mirai Yori by Harumaki Gohan.,"Jun 15, 2020",3 min.,Unknown,"None found, add some"
25,Oshiri no Yama wa Everest,1,Finished Airing,Music,Kids,Unknown,Music,0,#18817,N/A,N/A,208,"The second music video for NHK's Minna no Uta program to feature UrumaDelvi's original butt-biting bug, five years after the original song was broadcast. We follow Oshiri Kajiri Mushi XVIII as he climbs Mount Everest in search of a legendary golden butt, yodelling all the way to the top.","Apr 1, 2012",2 min.,Unknown,"None found, add some"
26,Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai,1,Not yet aired,Parody,Unknown,"Comedy,",Movie,1,#11920,N/A,N/A,"1,293","Second of two new anime installments commemorating the anime's sixth anniversary, which will screen in theaters in Japan on a limited basis in 2023.

(Source: MAL News)","Jul 21, 2023",59 min.,Unknown,Pierrot
27,Otanjoubi Omedetou,1,Finished Airing,Music,Kids,Unknown,Music,0,#18679,N/A,N/A,217,Music video for the song Otanjoubi Omedetou by Megumi Shiina that was featured on NHK's Minna no Uta program. The video was animated by Seiichi Hayashi.,"Feb 2, 1988",2 min.,Unknown,"None found, add some"
28,Oto no Symphony,1,Finished Airing,Music,Kids,Unknown,Music,0,#19789,N/A,N/A,154,"Music video for the song Oto no Symphony by the NHK Tokyo Children's Choir (NHK Tokyo Jidou Gasshoudan) that was featured on NHK's Minna no Uta program. The video was animated by Shuuichi Nakahara.
","Jun 6, 1974",2 min.,Unknown,"None found, add some"
29,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,1,Not yet aired,Unknown,Shoujo,"Comedy,Fantasy,Romance,",Movie,142,#3746,N/A,N/A,"31,539",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 8, 2023",Unknown,Unknown,SILVER LINK.
30,Otome Game Sekai wa Mob ni Kibishii Sekai desu 2nd Season,Unknown,Not yet aired,Unknown,Unknown,"Action,Fantasy,",TV,160,#3695,N/A,N/A,"32,360",Second season of Otome Game Sekai wa Mob ni Kibishii Sekai desu,Not available,Unknown,?,"None found, add some"
31,Otomo Shimasu,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20423,N/A,N/A,117,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 17, 2022",3 min.,Unknown,"None found, add some"
32,Otona ni Natta Alice,1,Finished Airing,Music,Unknown,"rde,Fantasy,",Music,0,#18767,N/A,N/A,211,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 28, 2016",5 min.,Unknown,"None found, add some"
33,Otose Thunder,1,Finished Airing,Music,Unknown,Unknown,Music,0,#23016,N/A,N/A,50,Music video for the song Otose Thunder by Botchi Boromaru.,"Jun 12, 2022",4 min.,Unknown,"None found, add some"
34,Otoshidama,1,Finished Airing,Music,Kids,Unknown,Music,0,#18697,N/A,N/A,216,"A music video for the song ""Otoshidama"" by Hikari Ishida. Aired as part of NHK's Minna no Uta program.","Dec 2, 1997",2 min.,Unknown,"None found, add some"
35,Otousan,1,Finished Airing,Music,Kids,Unknown,Music,0,#21756,N/A,N/A,69,Music video for the song Otousan by Asami Hayashi that was featured on NHK's Minna no Uta program.,"Dec 1, 1999",2 min.,Unknown,"None found, add some"
36,Otsukaresan,1,Finished Airing,Music,Kids,Unknown,Music,0,#21140,N/A,N/A,81,A music video for the song Otsukaresan by BEGIN that was featured on NHK's Minna no Uta program.,Dec 2000,4 min.,Unknown,"None found, add some"
37,Otsukisama Light,1,Finished Airing,Music,Kids,Unknown,Music,0,#19072,N/A,N/A,195,Kids play in the park to late and return home thanks to the moon light helping guide the way.,"Oct 2, 2016",2 min.,Unknown,"None found, add some"
38,Ousama no Takaramono,1,Finished Airing,Music,Kids,Unknown,Music,0,#19623,N/A,N/A,164,A bird steals a king's treasure and becomes upset. A boy helps the kind feel better and he realizes that his greatest treasure is his friends and family rather than gold and jewels.,"Feb 2, 2009",2 min.,Unknown,"None found, add some"
39,Ousama Ranking Movie,1,Not yet aired,Unknown,Unknown,"Adventure,Fantasy,",Movie,11,#5242,N/A,N/A,"14,467",New movie of Ousama Ranking.,Not available,Unknown,Unknown,"None found, add some"
40,Overd,1,Finished Airing,Unknown,Unknown,Unknown,Music,0,#24842,N/A,N/A,11,"Takane Lui's long-awaited 1st single.

Pay close attention to the lyrics which show Lui's public and private side as XO of the Secret Society.

(Source: hololivepro)","Jul 28, 2022",3 min.,Unknown,"None found, add some"
41,Overlord Movie 3: Sei Oukoku-hen,1,Not yet aired,Isekai,Unknown,"Action,Adventure,Fantasy,",Movie,120,#3220,N/A,N/A,"42,240",New Overlord film.,Not available,Unknown,Unknown,Madhouse
42,Overtake!,Unknown,Not yet aired,Racing,Unknown,Unknown,TV,97,#5745,N/A,N/A,"11,510","Freelance photographer Kouya Madoka is in the midst of a slump due to a certain reason. While working on a story at the Fuji International Speedway, he meets the high school F4 racer Haruka Asahina and he suddenly finds his heart racing once again. He decides to support Asahina and help him make his dream come true with the small team, Komaki Motors. With this, the lives of Madoka and Asahina, who have completely different personalities and ages, intersect with each other.

(Source: MAL News)",Oct 2023 to ?,Unknown,Fall 2023,TROYCA
43,Oyama no Taishou,1,Finished Airing,Music,Kids,Unknown,Music,0,#18478,N/A,N/A,231,A song adaptation of the children's game King of the Hill.,"Jun 8, 1967",2 min.,Unknown,"None found, add some"
44,Oyashirazu,1,Finished Airing,Music,Kids,Unknown,Music,0,#18842,N/A,N/A,207,"A metaphorical song about the anxiety, frustration, lonliness, and heartache felt during puberty. Like that of wisdom teeth growing in, the pain follows you everywhere.","Apr 2, 2018",2 min.,Unknown,"None found, add some"
45,Oyasumi,1,Finished Airing,Music,Kids,Unknown,Music,0,#24821,N/A,N/A,26,Music video for the song Oyasumi by Hotaru Iwatani that was featured on NHK's Minna no Uta program.,"Jun 1, 2011",2 min.,Unknown,"None found, add some"
46,Oyasumi (July 2011),1,Finished Airing,Music,Unknown,Unknown,Music,0,#21004,N/A,N/A,86,"Kem's Oyasumi music video directed by Tomoyasu Murata. This song is included in Kem's book, ""สิ่งที่ตี๋ไม่มีวันลืม"" released by Amarin Publishing in July 2011.",Jul 2011,4 min.,Unknown,"None found, add some"
47,Oyoge! Taiyaki-kun,1,Finished Airing,Music,Kids,Unknown,Music,0,#19371,N/A,N/A,178,"A song originally used in the children's television program Hirake! Ponkikki. The popular CD was originally released in 1975. In 2008, it was released alongside an anime DVD with a music video.

The song starts by expressing how Taiyaki-kun and other taiyaki pancakes are fed up with being relentlessly cooked up on a hot plate day after day. In the song, Taiyaki-kun escapes to the sea, but ends up being caught and eaten by an angler.

(Source: Pop Matters)","Mar 5, 2008",4 min.,Unknown,"None found, add some"
48,P.E.T.,1,Finished Airing,Music,Unknown,Unknown,Music,0,#19364,N/A,N/A,179,Music video for the song P.E.T. by Sakamata Chloe.,"Mar 15, 2023",3 min.,Unknown,"None found, add some"
49,p.h.,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20400,N/A,N/A,118,Animated music video for the song p.h. by SEVENTHLINKS feat. flower.,"May 29, 2020",2 min.,Unknown,"None found, add some"
50,Padoga Kkeutnaneun Goskkaji,1,Finished Airing,Music,Unknown,"Sci-Fi,",Music,0,#19624,N/A,N/A,164,Animated music video for the song Where the Sea Sleeps by the unit Even of Day from the Korean band DAY6.,"Aug 31, 2020",4 min.,Unknown,"None found, add some"
51,Paku,1,Finished Airing,Music,Unknown,Unknown,Music,0,#19372,N/A,N/A,178,Music video for the song Paku by asmi.,"Mar 30, 2022",2 min.,Unknown,"None found, add some"
52,Palladium: siroPd Motion Collective,5,Finished Airing,Music,Unknown,Unknown,Music,0,#18470,N/A,N/A,232,An official music videos for the songs from the [YZML-08]Palladium -siroPd Motion Collective- created by siroPd.,"Apr 6, 2014",2 min. per ep.,Unknown,"None found, add some"
53,Pan no March,1,Finished Airing,Music,Kids,Unknown,Music,0,#20016,N/A,N/A,139,Music video about making bread that was featured on NHK's Minna no Uta.,Dec 1969,2 min.,Unknown,"None found, add some"
54,Panda no Blues,1,Finished Airing,Music,Unknown,Unknown,Music,0,#19543,N/A,N/A,169,Official music for Panda no Blues written and performed by the band MIRChee.,Dec 2017,2 min.,Unknown,"None found, add some"
55,Panspermia,1,Finished Airing,Unknown,Unknown,"Suspense,",Music,0,#19855,N/A,N/A,149,"A music video for the song Panspermia by Kami-sama, Boku wa Kizuite Shimatta.","Jun 11, 2021",3 min.,Unknown,"None found, add some"
56,Papa to Anata no Kageboushi,1,Finished Airing,Music,Kids,Unknown,Music,0,#19753,N/A,N/A,156,Music video for the song Papa to Anata no Kageboushi by Hiromi Oota that was featured on NHK's Minna no Uta program. The video was made by the Kageboushi Theater Company.,"Apr 3, 2001",4 min.,Unknown,"None found, add some"
57,Papa to Rusuban,1,Finished Airing,Music,Kids,Unknown,Music,0,#19874,N/A,N/A,148,Music video for the song Papa to Rusuban sung by child actress Yumi Endou and featuring music by Japanese duo indigo blue. The video was featured on NHK's Minna no Uta program and was animated by Michiko Tachimoto and Tomoichiro Nagao.,"Apr 1, 2007",2 min.,Unknown,"None found, add some"
58,Paradox Live the Animation,Unknown,Not yet aired,Music,Unknown,Unknown,TV,143,#6464,N/A,N/A,"8,624","Set in the near future...

From the saturated hip-hop culture rises a new movement—the Phantom Live. Using metals called ""phantom metals"" embedded into their accessories, the rappers create illusions (phantoms) that are linked to their emotions, through the chemical reaction of the metals with their DNA.

However, on the other side, there are those who suffer from ""phantom of trauma"" as a reaction after using the phantom metals.

Club PARADOX is suddenly back as the stage of the mysterious Paradox Live Battle, 10 years after the club's disappearance. Four units were invited to compete to win 10 billion yen worth of prize money and a right to challenge the legendary rapper unit called ""Buraikan.""

These four groups, who are immensely popular with their respective genres, are BAE, The Cat's Whisker's, cozmez, and AkanYatsura. Each individual and as a team have their own reasons on accepting the invitation, and in order to prove that their own music is the number one, they participate in ""stage battles.""

The curtains are raised to this illusionary stage battle where light and darkness come together in a swirling frenzy.

(Source: Unofficial Paradox Live Archive)",Oct 2023 to ?,Unknown,Fall 2023,PINE JAM
59,Parasite Piano,1,Finished Airing,Music,Unknown,Unknown,Music,0,#18843,N/A,N/A,207,Music video for the song Parasite Piano by Yuu Miyashita.,"Feb 12, 2022",3 min.,Unknown,"None found, add some"
60,Parasol Life,1,Finished Airing,Music,Unknown,Unknown,Music,0,#18761,N/A,N/A,212,"Official music video for nhhmbase's song Parasol Life released on their 2nd album ""Hamon Cross"".","Jul 20, 2008",4 min.,Unknown,"None found, add some"
61,Parila,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20017,N/A,N/A,139,"Music video for Wada Takeaki's Parila, with vocals by the Vocaloid Otomachi Una.","Apr 9, 2021",3 min.,Unknown,"None found, add some"
62,Paripari Party,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20236,N/A,N/A,127,Music video for the song Paripari Party by Megu To Patron.,"Jan 18, 2014",3 min.,Unknown,"None found, add some"
63,Passion (2021),1,Finished Airing,Unknown,Kids,Unknown,Music,0,#20143,N/A,N/A,132,Music video for the song passion by Hiroji Miyamoto that was featured on NHK's Minna no Uta program. The video was made by Makoto Kubota and MACCIU.,"Jun 1, 2021",2 min.,Unknown,"None found, add some"
64,Peace,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20721,N/A,N/A,99,"Music video for the song Peace from the album ""Sekai"" by FreeTEMPO.","Sep 7, 2021",3 min.,Unknown,"None found, add some"
65,Peaches (SUMIN Remix),1,Finished Airing,Music,Unknown,Unknown,Music,0,#22172,N/A,N/A,62,"Music video for SUMIN's remix of EXO KAI's song Peaches.

","Feb 28, 2022",3 min.,Unknown,"None found, add some"
66,Peleliu: Rakuen no Guernica,Unknown,Not yet aired,Unknown,Seinen,"Drama,",Unknown,1,#15157,N/A,N/A,488,"Shouwa 19 (1944), summer. Tamaru, a soldier who aspired to be a manga artist, was on Peleliu Island at the end of the Pacific War. The island was a paradise covered with beautiful forests and surrounded by a sea of coral reefs. It was also a battlefield on which 50,000 soldiers from Japan and the United States killed each other. At that time, 40,000 elite US troops invaded in an attempt to seize the airfield, which was touted as the best in East Asia. A garrison of 10,000 Japanese troops was ordered to meet the aggressors and ""thoroughly endure"" the attack. What did they fight for and what was on their minds on this small island far from their homeland?!? A long-forgotten record of truth from young people who lived in the ""war"" era! 

(Source: Hakusensha, translated)",Not available,Unknown,Unknown,"None found, add some"
67,Peng Ran Xindong,Unknown,Not yet aired,Unknown,Unknown,"Romance,fe,",ONA,4,#8872,N/A,N/A,"3,748","Young boys and girls live under one roof and experience the ignorance and troubles of youth. The super-popular girl who is warm in style feels the bud of youthfulness, this one is enough!

(Source: Yualexius)",Not available,Unknown,Unknown,"None found, add some"
68,PenPen,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20928,N/A,N/A,89,Music video for the song PenPen by go!go!vanillas.,"Jul 20, 2022",4 min.,Unknown,"None found, add some"
69,PHOENIX: EDEN17,Unknown,Not yet aired,Unknown,Shounen,"Drama,Fantasy,Romance,Sci-Fi,Supernatural,Suspense,",ONA,0,#11782,N/A,N/A,"1,375","From time immemorial to the age of space colonization, there is one legend that has stayed unchanged in every history book—the tale of the immortal bird Phoenix. A being whose blood is said to grant eternal life or wisdom, the radiant figure ensures the continuation of sentient life in the universe as it oversees human civilizations and their development.

Yet, mankind remains a slave to its habits; from happiness and sorrow, to wrath and love, a myriad of emotions continue to play an integral part of human life. Simultaneously, time and time again, certain beliefs and agendas persist over the centuries to disturb the fragile equilibrium of the world's preordained nature and principles. It appears that fate and its dynamic variables can manifest itself in many ways—and oftentimes exhibits a bizarre sense of humor... 

[Written by MAL Rewrite]",2023 to ?,Unknown,Unknown,Studio 4°C
70,Pianissimo,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20875,N/A,N/A,91,Music video for the song Pianissimo by Kohmi Hirose.,"Jan 15, 1998",5 min.,Unknown,"None found, add some"
71,Piano,1,Finished Airing,Music,Kids,Unknown,Music,0,#19221,N/A,N/A,186,A young boy rough houses with the piano. It starts making a strange sound. After it gets fixed he vows to treat it properly. He takes care of it and practices diligently until years later he performs in front of an audience.,"Jun 2, 1997",2 min.,Unknown,"None found, add some"
72,Picnic,1,Finished Airing,Music,Kids,Unknown,Music,0,#24843,N/A,N/A,10,Music video for the song Picnic by The Wells that was featured on NHK's Minna no Uta program.,"Jun 2, 1990",2 min.,Unknown,"None found, add some"
73,Pink Jumon,1,Finished Airing,Music,Unknown,Unknown,Music,0,#18479,N/A,N/A,231,A woman casts a magic spell on a pink spoon to pass onto her daughter so that she would always be protected.,"Feb 1, 2011",2 min.,Unknown,"None found, add some"
74,Pinko no Hiden Curry,1,Finished Airing,Music,Unknown,"Comedy,Gourmet,",Music,0,#20929,N/A,N/A,89,An animated music short featured on the variety program Fight Tension☆School.,2007,1 min.,Unknown,DLE
75,Piyo no Ongaeshi,1,Finished Airing,Music,Kids,Unknown,Music,0,#18708,N/A,N/A,215,A music video for the song by Junko Iwao that was featured on NHK's Minna no Uta Program. ,"Feb 2, 2015",4 min.,Unknown,"None found, add some"
76,Pizza,1,Finished Airing,Music,Unknown,Unknown,Music,0,#20582,N/A,N/A,107,Music video for the song Pizza by OOHYO.,"Mar 15, 2017",3 min.,Unknown,studio YOG
77,"Play ""Tag""",1,Finished Airing,Unknown,Unknown,Unknown,Music,0,#19250,N/A,N/A,185,"A music video for one of Ensemble Star's units, 2wink, of their song Play ""Tag"".","Jul 16, 2020",2 min.,Unknown,"None found, add some"
78,Pluto,8,Not yet aired,Unknown,Seinen,"Action,Mystery,Sci-Fi,Suspense,",ONA,92,#4086,N/A,N/A,"26,338","Famous for his military service in the 39th Asian War, the legendary Swiss robot Montblanc is violently murdered. Humans and robots around the world mourn for the beloved celebrity. Montblanc's popularity only grew in the years following the war, thanks to his dedication to nature conservation and his loving personality.

Once a fellow war veteran, robotic Europol detective Gesicht is sent to investigate Montblanc's tragic demise. In his pursuit, Gesicht uncovers evidence of a mysterious entity known only as ""Pluto."" He also learns of a conspiratorial plot to dismantle the eight specialized robots from around the world who participated in the war. Racing against time to save those who still remain, Gesicht grapples with his memory, morality, and a world full of hate, desperately attempting to defend the fragile coexistence of man and machine.

[Written by MAL Rewrite]","Oct 26, 2023",1 hr. per ep.,Unknown,Studio M2
79,Pocket no Naka,1,Finished Airing,Music,Unknown,Unknown,Music,0,#19754,N/A,N/A,156,Music video for the song Pocket no Naka by Quruli. It serves as the ending for Rilakkuma to Yuuenchi.,"Aug 24, 2022",5 min.,Unknown,"None found, add some"
80,Pocket no Naka de,1,Finished Airing,Music,Kids,Unknown,Music,0,#19583,N/A,N/A,166,Music video for the song Pocket no Naka de by Yuki Saitou that was featured on NHK's Minna no Uta program. The video features artwork by Takashi Yanase.,"Feb 1, 1986",2 min.,Unknown,"None found, add some"
81,Pokemon Concierge,Unknown,Not yet aired,Unknown,Kids,"Fantasy,",ONA,2,#13901,N/A,N/A,696,"Follow the story of Haru, a concierge at the Pokémon Resort, and her interactions with Pokémon and their owners who visit as guests.

(Source: Netflix YouTube channel)",Not available,Unknown,Unknown,dwarf
82,Pokemon Kids TV Douyou,Unknown,Currently Airing,Music,Kids,"Comedy,",Music,0,#16074,N/A,N/A,395,A collection of assorted animated nursery rhymes and children songs released on Pokemon Kids TV Japan YouTube Channel.,"Feb 1, 2019 to ?",2 min.,Unknown,"Pie in the sky,       Creatures Inc."
83,Pokke,1,Finished Airing,Music,Kids,Unknown,Music,0,#19365,N/A,N/A,179,"Music video for the song Pokke by Japanese pop group DANCE EARTH PARTY, featuring female performance group Happiness, that aired on NHK's Minna no Uta program. The video depicts the various items stored by a boy in his pockets from the perspective of the family washing machine.","Oct 1, 2015",2 min.,Unknown,"None found, add some"
84,Pole Princess!! Movie,1,Not yet aired,Performing Arts,Unknown,Unknown,Movie,7,#12532,N/A,N/A,"1,055",Theatrical release of Pole Princess!!.,2023,Unknown,Unknown,Tatsunoko Production
