,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
34,manhwa,A Stepmother's Märchen,Unknown,Publishing,"Drama,Fantasy,Romance",324,#1633,#603,8.08,"11,201","It is a mystery why the late Marquess Johannes von Neuschwanstein decided to marry a 16-year-old girl barely older than his eldest child. Whatever the reason, Shuli is left to shoulder heavy responsibilities as marchioness after his death. On top of the responsibility to manage a prestigious household with close ties to the empire's royal family, she becomes stepmother to four children who deeply mistrust her.

For seven years, Shuli dedicates herself to raising the children well and safeguarding the family fortune. She believes she only has to wait until her son Jeremy will take over as head of the family—then she can live freely. However, on the long-awaited day of his wedding, she is caught up in a tragic accident.

When Shuli next opens her eyes, she finds herself in the past, hours before Johannes' funeral. Although uncertain why she has been granted a second chance at life, this time she is determined to build relationships with the children as well as allow for her own happiness.

[Written by MAL Rewrite]",Unknown,"Nyangi-wa Hyangsinnyo (Story), ORKA (Art)","Jul  4, 2019 to ?"
35,manhwa,Cheese in the Trap Season 2,38,Finished,"Comedy,Mystery,Romance,Life",67,#1898,#609,8.07,"9,521",Second season of Cheese in the Trap.,9,Soonkki (Story & Art),"Jun  15, 2011 to Oct  17, 2012"
36,manhwa,Let Dai,75,Finished,"Love,Drama",387,#1991,#617,8.06,"9,130","Is this desire for freedom the very thing that entrapped us.

Let Dai is a tragic tale of forbidden love and unforgivable betrayal. Set in a soulless neo-Seoul ruled by young punks and pleasure seekers, an amoral teenager named Dai is the living embodiment of the city's beauty and cruelty. As the leader of the vicious Furies gang, Dai seduces everyone who lays eyes on him, only to blind them to his own barbaric nature. When an honest schoolboy named Jaehee rescues a beautiful girl from being mugged by the Furies, he can't possibly realize how this brief encounter will plunge him into a downward spiral of unbridled passion and unfathomable pain. From his brutal gang initiation to an unspeakable act committed against his girlfriend, Jaehee wavers uncomfortably between revulsion and fascination. And in Dai he finds a tender, caring friend one moment and a heartless sociopath the next, awakening strange and unhealthy desires in Jaehee that he could never before have imagined.

(Source: Netcomics)",15,"Won, Soo-yeon (Story & Art)",1995 to  2005
37,manhwa,The Remarried Empress,Unknown,Publishing,"Drama,Fantasy,Romance",597,#896,#632,8.06,"18,864","Empress of the Eastern Nation Navier Ellie Trovi stands at the pinnacle of noblewomen with dignity and grace. Although she and her husband, Emperor Sovieshu, are not as intimate as other couples, their trust in each other has been built over years of friendship. But then, wanting something more, he brings in a concubine—a former slave named Rashta—and that is when everything begins to fall apart.

Months later, the fateful day arrives; Sovieshu declares his intentions to divorce Navier and give her throne to Rashta. However, against all expectations, Navier is not backed against a wall, and she declares her intention to marry another man—Heinrey—whose noble appearance shocks all in the room. 

Just who is Heinrey, and how did Navier come to this new marriage arrangement? The Eastern Nation stands at a precipice, being torn apart by conspiracies, lies, and—above all—love.

[Written by MAL Rewrite]",Unknown,"Alphatart (Story), Sumpul (Art)","Oct  24, 2019 to ?"
38,manhwa,Winter Woods,55,Finished,"Fantasy,Horror,Mystery,Romance",226,#2177,#653,8.05,"8,460","A few thousand years has passed since an alchemist created Winter. He is now living with Jane learning what it means to be alive as a human.

(Source: LINE Webtoon)",7,"Cosmos (Story), VAN.J (Art)","Jul  13, 2014 to Jan  29, 2017"
39,manhwa,Heesu in Class 2,81,Finished,Love,161,#3610,#655,8.05,"5,202","Heesu's world revolves around Chanyoung, his best friend and secret crush. He doesn't mind cheering Chanyoung from the sidelines or listening to all his girl problems. He doesn't care if people only know him as ""Chanyoung's friend."" Then one day, Heesu starts hearing his name everywhere. On the bus, in the halls, during lunch... Turns out, there's a rumor going around school (Got a love problem? Find Heesu in Class 2 and he'll tell you what to do!) and with that, Heesu suddenly finds himself the center of attention. But how could he give anyone advice? He doesn't even know what to do about his own crush!

(Source: Lezhin Comics)",4,Lily (Story & Art),"Nov  15, 2017 to Jun  26, 2019"
40,manhwa,Romance 101,152,Finished,"Comedy,Romance",164,#4403,#657,8.05,"4,170","University student Jung Bareum always has her days planned. She lives her life to its fullest efficiency and carries out her aims without fail. But while her rigid lifestyle pays off, she lacks one thing: romance! When asked about relationships, Bareum uses her busy schedule as an excuse. However, once Shin Jaehyun, her handsome schoolmate, enters her life, Bareum has a chance to get on track with dating.

Bareum joins Jaehyun's small programming club spontaneously in hopes of seeing him more frequently. However, her path to achieving love is not all moonlight and roses. She crosses paths with Na Yuyeon, a fellow club member who likes online games and tends to be late to class. Just by comparing their ways of living, Bareum believes the two will not find any compatibility. But despite being polar opposites, there may lie something special underneath. How can Bareum juggle her schedule, romance, and annoyances?

[Written by MAL Rewrite]",11,Namsu (Story & Art),"Mar  12, 2018 to May  25, 2021"
41,manhwa,About Death,27,Finished,"Life,Supernatural",426,#1380,#666,8.04,"13,138","In a place between somewhere and nowhere, a man who calls himself ""God"" awaits people on the verge of death. He meets the good, the bad, and everyone in between, and allows them to reflect on their lives. Some require comfort, while others repent or regret their actions. God provides a fair judgment to all before they can pass on to the other side.

Life waits for no one. Still, people take living for granted while they are still in this world. But all men must die when their time comes. Philosophical and thought-provoking, About Death looks into concepts of life and death through the various experiences of dying people and their individual encounters with God.

[Written by MAL Rewrite]",2,"Sini (Story), Hyeono (Art)","Sep  5, 2012 to Feb  20, 2013"
42,manhwa,Viral Hit,Unknown,Publishing,Action,488,#1181,#691,8.02,"14,865","Bullied by his classmate and popular Newtube streamer Pakgo, Yoo Hobin's high school days are filled with humiliation and abuse. His troubles don't end there though; outside of school, Hobin slaves away at a part-time job to pay for his mother's hospital bills. One day, Hobin accidentally spills ramen on Pakgo's cameraman ""Jiksae,"" tripping over a cord and disconnecting the other boy from his gaming stream. Finally fed up with his miserable lifestyle, Hobin fights back and ends up in a pathetic brawl with Jiksae.

The next morning, it is revealed that the camera from Jiksae's stream had been recording the two boys' entire embarrassing fight. Moreover, the footage was accidentally uploaded to Newtube and had gone viral overnight, earning Hobin a whopping ten million won from viewership.

Drawn to the money Newtube streaming can offer him and his mother, Hobin works together with unlikely ally Jiksae to produce more videos of him fighting and see how far Newtube streaming can take them. Taking on bullies like Pakgo and other seemingly unsurpassable opponents, Hobin will either rise to the top of the streaming world or finally meet a foe he can't outsmart.

[Written by MAL Rewrite]",Unknown,"Kim, Jung-Hyun (Art), Park, Tae-Jun (Story)","Nov  15, 2019 to ?"
43,manhwa,Semantic Error,Unknown,Publishing,Love,139,#4573,#753,7.99,"4,017","Chu Sangwoo, a computer science student, is an uncompromising creature of habit who follows a meticulously organized schedule, drinks the same coffee every day, and sits in the same spot in each class. Tasked with doing a group assignment alongside freeloaders, Sangwoo decides that it is only logical not to credit them. However, his strict treatment causes his popular senior Jang Jaeyoung to lose the opportunity to graduate and study abroad. Seeing as he did nothing wrong, Sangwoo avoids Jaeyoung's constant phone calls.

As fate would have it, the two men meet when Sangwoo needs a new graphic designer for the 2D game he is making. Jaeyoung is known for his charming personality, but he actually hides a hot temper. Despite his unchanging situation, Jaeyoung cannot stand Sangwoo's apathetic attitude and decides to get revenge by interrupting everything Sangwoo spent years carefully planning. Sangwoo tries his best to keep his calm, but Jaeyoung's presence and attractive smile may prove to be more than just a bug in his perfectly coded life.

[Written by MAL Rewrite]",Unknown,"J. Soori (Story), Angy (Art)","Jul  27, 2020 to ?"
44,manhwa,Positively Yours,82,Finished,Romance,96,#3931,#754,7.98,"4,757","To Hee-won's dismay, the BFF she crushed on and her other BFF are now dating! Seriously bummed, Hee-won decides to go wild just one time, and find solace with a handsome stranger. A very satisfying one night affair has now turned into more—she's pregnant! Fate brings them together again, and now the regimented Doo-joon is determined to do the right thing and marry her. But they're basically strangers! Except... their bodies have been very intimately acquainted. What's this mother-to-be to do?

(Source: Tapas Media)",8,"Lee, Jung (Story), Kangki (Art)","Jun  8, 2020 to Mar  14, 2022"
45,manhwa,Kubera,Unknown,Publishing,"Action,Adventure,Comedy,Fantasy,Romance",473,#1342,#759,7.98,"13,426","In a world with gods having everlasting lives, suras who possess unrivaled power, and humans who caught helplessly in between, a girl with a god's name, Kubera, is born—a girl who is prophesied to bring great change into the world.

When Kubera's peaceful village meets its fiery end, a mysterious magician named Asha comes to her rescue. Together they begin a journey in search of answers and revenge.

(Source: Wikipedia)",Unknown,Currygom (Story & Art),"Feb  7, 2010 to ?"
46,manhwa,Lookism,Unknown,Publishing,"Action,Comedy,Drama,Supernatural","2,252",#311,#774,7.97,"48,723","Park Hyung Suk has spent all 17 years of his life at the bottom of the food chain. Short, overweight, and unattractive, he is used to being bullied by his classmates and constantly discriminated against for his looks. In an attempt to escape his biggest bully, Lee Tae Sung, he decides to transfer to Seoul's Jae Won High School, a vocational preparatory school notorious for its liberal education system and carefree students.

Days before his transfer, Hyung Suk wakes to find that he is no longer in his usual chubby body, but is instead in a perfect body! Tall, handsome, and beautifully toned, Hyung Suk has become the ideal version of himself. The only problem is that his original body still lays beside him—and when one body falls asleep, he awakens in the other.

Now possessing two extremely different bodies, Hyung Suk must learn to navigate his new and much more popular life at J High whilst also solving the mystery of where his second, almost superhuman, body came from.

[Written by MAL Rewrite]",Unknown,"Park, Tae-Jun (Story & Art)","Nov  20, 2014 to ?"
47,manhwa,Weak Hero,Unknown,Publishing,"Action,Drama",556,#818,#776,7.97,"20,569","Due to widespread bullying in Eunjang High School, weak students live in constant fear of becoming the next prey. But their luck is bound to change when Gray Yeon—a scrawny freshman, no taller than 157 cm—leaves the entire class in shock—stands up to a bully twice his size and overpowers him with ease.

Gray's courageous act, resourcefulness, and unique insight earn him the nickname Eunjang's White Mamba. Despite his size, Gray continues trading blows with bigger and stronger bullies from other high schools in town, all in hopes of preventing history from repeating itself.

[Written by MAL Rewrite]",Unknown,"RAZEN (Art), Seopass (Story)","May  5, 2018 to ?"
48,manhwa,Leviathan,111,Finished,"Action,Fantasy",115,#3862,#778,7.97,"4,844","The sea level rose to cover the continents. On a planet where dry land can no longer be found, the young Bota's family lives on a small boat and wanders the vast ocean. A harpooner who hunts in deep sea water may be the prey of a monster at any time, those who only appear at night. Will Bota and his family ever make it to safety and escape this aquatic hell?... And who in the world is Kana?!

(Source: Toomics)",Unknown,"Noh, Miyoung (Art), Lee, Gyuntak (Story)","Mar  12, 2018 to Apr  1, 2022"
49,manhwa,Id,178,On Hiatus,"Action,Adventure,Fantasy",323,#1422,#786,7.97,"12,844","We find Chunwha in a world beyond his own... There he will struggle to find his own purpose among the many inhabitants of the new world including elves, dwarves, and even mages! As we watch him grow in strength and spirit, the mangaka creates fascinating characters out of his companions and adversaries and moves past the simple concept of the antagonist vs the protagonist.

To find out what fate has in store for our hero, follow Id in a fantastic adventure, exploring a world where anything is possible!

(Source: MU)",29,"Kim, Daewoo (Story)",2002 to  2013
50,manhwa,Nano Machine,Unknown,Publishing,"Action,Adventure,Fantasy,Sci-Fi",337,#1332,#802,7.96,"13,522","Nanotechnology meets martial arts at the Mashin Academy. Yeo-un's mother may not be one of the High Priest's six official wives, but his father's blood still qualifies him for a chance at the position of Minor Priest. Will a mysterious nanomachine injection from a future descendent help Yeo-un in this fierce competition against his powerful half-siblings?

(Source: Webtoon Entertainment)",Unknown,"Hanjung Wolya (Story), Geumgang Bulgoe (Art)","Jun  10, 2020 to ?"
