,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1209,manhwa,Lady Beast,121,Finished,"Fantasy,Romance",1,#16145,#14214,6.56,779,"An arranged marriage that ends in a body swap?! The quiet Princess Elissa has lived a miserable life thus far. To get away from it all she agrees to marry the war tyrant, Duke Ginger of Landall Kingdom. But by some evil curse, the new couple wakes up in each other's bodies! Between royal functions to attend and getting used to their physical changes, can they keep their cool long enough to find a way to switch back? Or will they be stuck like this forever?!

(Source: Tappytoon)",Unknown,"Yoo, Suwan (Story), Now (Art)","Aug  12, 2018 to Mar  24, 2022"
1210,manhwa,The Final Raid Boss,Unknown,Publishing,"Action,Fantasy",1,#22569,#14216,6.56,424,"Daejang Gong, aka Raid Leader, used to be rank one in the world's first VR RPG game Rou Online, but now he's trapped in a game called Astrom as an NPC due to the evil scheming of an AI! Now, Daejang must find a way to escape this sick metaverse, but will he be able to outsmart artificial intelligence?

(Source: Webtoon Entertainment)",Unknown,"Kim, Janghun (Story), Ha, Seongshin (Art)","Nov  9, 2021 to ?"
1211,manhwa,The Reason She Lives as a Villainess,80,Finished,"Fantasy,Romance",1,#11806,#14217,6.56,"1,250","Some people would jump at the chance at a new life, but when Jeongyun wakes up after a terrible accident and finds that she has become Lecian Fucernien, a character of a cliche, romantic fantasy novel, it feels like she's woken up inside a nightmare. Disappointed as she is, she quickly accepts her fate and decides to make the best of her new life. The good news is that Lecian's character has a happy ending, but the bad news is that she's supposed to die once to get it. Between foiling her abusive new father's plans of committing treason, finding a way out of her engagement to the crown prince, and avoiding the strange duke who seems to be stalking her, Jeongyun has a very long to-do list. Will Jeongyun be able to adjust to her new life while figuring out a way to avoid dying a second time?

(Source: Tappytoon)",Unknown,"Yuwn (Story), Beopsaeng (Art)","Jun  3, 2021 to Aug  11, 2022"
1212,manhwa,Crab Kiss,Unknown,Finished,"Comedy,Drama,Romance",4,#17223,#14275,6.56,698,"Although Hye-Bin was smart enough to get into a prestigious private academy, her life has been marred by the fact that her mother used to be a famous porno actress. Having led a difficult life so far, Hye-Bin refuses to just sit there and take it, and no one who knows the secret about her now-legitimate-actress mother dare say anything about it. But Hye-Bin's one true purpose of coming to this academy was to find her childhood friend and love, Ryul, who had given her first kiss when they were little. Having seen Ryul declare on TV shows after becoming a child star that he was still waiting for Hye-Bin, she had been dreaming for this reunion ever since. But something is wrong with Ryul. The warm, friendly kid she remembers had been replaced by a cold, indifferent boy who is seemingly obsessed with the beautiful president of the art club. Worse, there seems to be a more complicated situation underneath as Hye-Bin realizes that she has entangled herself into something much more complex than she could imagine. Everyone wants to use Hye-Bin as their pawn in the game, but she won't have any of it!... 

(Source: MangaUpdates)",10,"Hwang, Mi Ri (Story & Art)",Not available
1213,manhwa,The Gamer,Unknown,Publishing,"Action,Fantasy",34,#3388,#14444,6.54,"5,556","Jihan Han is your typical high school student—minus the fact the he's acquired the special ability to view the world around him as a video-game. Not long after this discovery, he stumbles upon a hidden world filled with others just like him. Now, amidst juggling homework and completing quests, Jihan must learn how to navigate his newfound power in order to level up in life.

(Source: Webtoon Entertainment)",Unknown,"Seong, Sangyoung (Story), Sangah (Art)","Sep  5, 2013 to ?"
1214,manhwa,My BFF Is a Tyrant in Training,Unknown,Publishing,"Fantasy,Romance",1,#15238,#14445,6.54,856,"A young Korean woman is reincarnated inside a novel as Viche Amelian, who according to the story, is to be executed in place of the young prince Jade for assassinating the emperor. After facing her death, she expects to get her old life back, but instead wakes up as a 10-year-old Viche! Could it be that her death failed to turn Jade into a tyrant, as the story foretold? Viche must now figure out where she went wrong, and make sure that this time, Jade becomes the world's most wicked tyrant!

(Source: Tapas Media)",Unknown,"Rangchae (Story), Jeongsun (Art)","May  8, 2021 to ?"
1215,manhwa,The Lazy Swordmaster,Unknown,Publishing,"Action,Fantasy",2,#9763,#14446,6.54,"1,625","Jinwoo Baek, savior of humanity, is done with being a hero. In his last moments, this battle-scarred warrior vows never to pick up a sword again. But by some cruel twist of fate, he finds himself reborn as Riley Finn Epheletta, the youngest son of an esteemed family of swordmasters! When trouble comes knocking, Riley is forced to make a decision—take up the sword, or let his loved ones die. Will the ""Lazy Sword"" finally bloom into the legendary swordmaster he was always destined to become?

(Source: Tapas Media)",Unknown,"Maru Gongbang (Art), Chorokcha (Story)","May  3, 2022 to ?"
1216,manhwa,My Insanely Competent Underlings,Unknown,Publishing,"Action,Adventure,Comedy,Fantasy",1,#14884,#14448,6.54,889,"The depths of the labyrinth that leads to hell where it's impossible to retreat.
Gamers, who entered the ranks of heroes, and even those who were called the absolute powers of a generation failed to clear the deep zone.

""Unless a miracle happens, all of you will die. Are you ready to die?""
My team members replied with stern faces.

""No.""
""No.""
""No.""

...No one?!

Hoyeon's rise to the top with his insanely competent—or just crazy—teammates in a game fantasy begins now.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Ant Studio (Art), NoCount (Story)","Nov  17, 2022 to ?"
1217,manhwa,Deep,45,Finished,"Drama,Horror,Mystery,Supernatural,Suspense",1,#14590,#14470,6.54,917,"Families that went missing decades ago...started to resurface.

(Source: LINE Webtoon)",2,"Kim, Tae Heon (Art), Towoo (Story)","Aug  10, 2014 to Jun  7, 2015"
1218,manhwa,50 Million Km,23,Finished,"Comedy,Drama,Fantasy,Romance,Sci-Fi",4,#8996,#14487,6.54,"1,798",Kim Sunhyun is a genius programmer. He is currently working on rovers in outer space when one night he sees a face appear on the screen.,3,"Park, Jin Woo (Story), Thor (Art)",2011 to ?
1219,manhwa,Lady to Queen,108,Finished,"Drama,Fantasy,Romance",5,#10893,#14520,6.54,"1,394","""I will never love the Emperor.""

My sister Nilla, who became the Emperor's Queen after having dreamt of fairy tales and true loves, came back divorced and accused of high treason. Our family, the Rochesters, was mercilessly executed. But by some miracle, I came back in time, before Nilla was selected as the Emperor's Queen candidate.

If I become queen in your stead, you and our family need not suffer. This life of yours can have a happy ending, sister. I promise.

(Source: comico, translated)",Unknown,"MUSO (Story), Kim, So-hyun (Art)","Jun  23, 2019 to Dec  18, 2021"
1220,manhwa,Cafe Occult,Unknown,Finished,"Drama,Horror,Supernatural",12,#14031,#14564,6.53,973,"Taking shelter from the rain, Suh Rin goes into a little cafe called Cafe Occult. Soon after leaving the cafe, she is hit by a car, and then a strange man pulls her down an alleyway. She is saved by a young man, and he takes her back to the cafe. There her fears are confirmed; she was killed by the car, and has now become a spirit. Cafe Occult, the Master, its 'errand boy' Young, are all mysteriously connected to both the world of the living and the spirit world. Suh Rin's spirit is wanted for a reason unknown, and only Young and his special bullets can keep her from their grasp.",6,"Ghun, Oh Rhe Bar (Story), Ahn, No-Uhn (Art)",2004
1221,manhwa,I Became the Villain's Mother,Unknown,Publishing,"Fantasy,Romance",10,#6407,#14594,6.53,"2,733","Summoned into her favorite novel as the infamous Duchess Roselia Chade, Haena is bathed in riches, power, and a family of her own. Life couldn't be better, save for the small detail that her beloved stepson, Einspanner Chade, is also the evil mastermind destined to kill her. At this point in the story Ein is still just an adorable child yet to reach his cruel awakening, and so Roselia is determined to stop him from becoming a ruthless killer. But with the duke getting in her way and trying to poison his own son, safely raising a child that was primed for villainy may prove harder than she originally thought. The survival of both mother and child depends on whether Roselia can successfully rewrite their tragic ending!

(Source: Tappytoon)",Unknown,"Yulji (Story), Iro (Art)","May  3, 2020 to ?"
1222,manhwa,How to Survive a Romance Fantasy,62,Finished,"Comedy,Fantasy",6,#13640,#14596,6.53,"1,017","What would you do if you were reincarnated as one of the main protagonists in the romantic fantasy (""rom-fan"") novel you've been reading? Do everything in your power to keep the story on track and save the day to be crowned as empress? Make amends for all the treacherous things your villainous character did to change her fate of demise? Hone your magical powers and valiantly fight for the empire as a dashing imperial crown prince should? Umm, nah. When Yeonghui, Ji-eun, and Cheolsu find themselves in this predicament, they have other plans. Will their choices alter the course of this rom-fan world for good or for worse?

(Source: Webtoon Entertainment)",Unknown,Singnanda (Story & Art),"Mar  16, 2021 to Aug  18, 2022"
1223,manhwa,Let Me Stay Over Tonight!,67,Finished,Romance,0,#27024,#14597,6.53,289,"28-year-old Gyuri Gam wakes up one morning after a night of heavy drinking. She suddenly recalls that someone at work asked her out, but can't remember who it was! Gyuri narrows it down to three possibilities: Seunghu, her hot co-worker who is nice to her; Myeongseok, her talented but cranky boss who she's sure hates her; and Leo, a popular actor who anybody would kill to date. At first, Gyuri thinks the identity of her secret admirer is obvious... but is it?

(Source: Webtoon Entertainment)",Unknown,"Haebeon (Story), Yunana (Art)","Sep  8, 2020 to Apr  30, 2022"
1224,manhwa,Shadow Bride,97,Finished,Romance,0,#22726,#14598,6.53,419,"Yunjo is a young prince who has always served his kingdom from behind the scenes. He's spent his whole life in the shadow of his brother, the crown prince Yigang, fighting enemies and winning wars in his name. All that changes when one day, he meets Seolyun, a mysterious and charming woman who captivates him instantly. What happens when a man emerges from the shadows to follow his heart? Can he overcome all of the obstacles in his way to step into the light and be with the one he loves?

(Source: Webtoon Entertainment)",Unknown,"Lee, Saein (Story), Dubmer (Art)","Dec  1, 2020 to Nov  13, 2022"
1225,manhwa,The Villainess's Daughter,Unknown,Publishing,"Fantasy,Romance",2,#12139,#14599,6.53,"1,202","Born as the daughter of a villainess, Daphne lived her entire life hated by everyone she's ever crossed paths with. After her mother's pitiful death, Daphne knows that a similar fate awaits her⁠—but what did she ever do to deserve it? Why does she have to be branded as a wicked child when she's done no wrong? In order to survive, Daphne will have to take her life into her own hands... but will she be able to make a name for herself, or will she be known as the villainess's daughter forever?

(Source: Tapas Media)",Unknown,"Suncy (Story), Kim, Jiho (Art)","Oct  23, 2021 to ?"
1226,manhwa,XO Sisters,17,Finished,"Action,Comedy,Fantasy,Romance,Supernatural",14,#3559,#14713,6.52,"5,273","Our protagonist Jo Cheul-Hee is a delinquent who enjoys picking fights and aims to take control of his new school where he gets transferred, but what he doesn't know is that it's an all girls school. Being the only male student there, everyone thinks he is gay!

(Source: MU)",3,"Park, Seong-Su (Story), Hwang, Seong-Won (Art)","Jul  8, 2011 to  2012"
1227,manhwa,Heavenly Martial God,Unknown,Publishing,"Action,Fantasy",0,#12034,#14733,6.52,"1,217","""Who's this male prostitute-looking kid?""

I am the Matchless Ha Hoo Young, the greatest martial artist reigning over all the lands! There is no one that is my equal! I was drowning in futility and emptiness because there was no more that I could accomplish in the human realm. To reach the peak of martial arts, I must become a saint!

""I finally succeeded!!!""
""Stop! Your ascension is not permitted!""

The other saints refused my ascension due to my karma after much slaughter, and I fell, just like that. When I woke up, I was 60 years in the future. I was reborn as the second lord of the Namgoong family, Namgoong Hyuk. Where has all the internal energy that I've accumulated gone?! Moreover, I have the Nine Yin energy blockage?

(Source: Kakao Entertainment Corp., translated)",Unknown,"Damho (Story), Gong, Jongcheol (Art)","Sep  19, 2021 to ?"
1228,manhwa,Satan's Bride,158,Finished,"Fantasy,Romance",1,#22293,#14734,6.52,434,"Rupia lives proudly as the daughter of a well-respected noble family. But to fulfill a prophetic oracle she and her friends, along with hundreds of other human females, will be offered up as brides for the Underworld's demonic nobility. Upon meeting Edith, the alluring demon king himself, Rupia realizes her undesirable fate is to become his wife. With no time to mourn the life she left behind, she keeps her cool with an attitude of sheer optimism, all while maintaining a magical secret. As Rupia grows closer to Edith and uncovers the secrets of the Underworld realm, maybe being the demon king's bride isn't the nightmare she expected?

(Source: Tappytoon)",Unknown,"Lee, Donghee (Story), Fuyusora (Art), Te-ore (Art), Itbaem (Art), Lee, Samsam (Art)","Apr  6, 2017 to Mar  26, 2021"
1229,manhwa,There's No Use Hanging On,Unknown,Publishing,"Drama,Fantasy,Romance",1,#18527,#14735,6.52,617,"Kaira willingly risked her life to make her beloved Prince Reagan emperor. But when the man she sacrificed it all for crowns her cousin as empress instead of her, she loses the will to live. It's only when she's finally succumbed to a lethal dose of poison that she's met with the tears of a heartbroken Prince Faylon, and she realizes her love was wasted on the wrong person. Vowing to exact revenge if ever given the chance, Kaira is thrust back in time to right the wrongs committed against her and reclaim the title that is rightfully hers. As she joins hands with Prince Faylon and sets out to punish those who conspired against her, she'll discover a world she once took for granted and seek to correct the course of her fate.

(Source: Tappytoon)",Unknown,"Maru Gongbang (Art), Candysoda (Story)","Apr  22, 2021 to ?"
1230,manhwa,The Detective of Muiella,163,Finished,"Mystery,Romance",2,#16437,#14736,6.52,754,"Kate is a maid at the Baron's estate in Muiella, a country where warlocks and witches are shunned. One day, the new servant Ian arrives- but he's much too proper and handsome for his lowly rank. As they keep running into each other, Kate's suspicion of Ian's disarming demeanor only grows when strange incidents crop up in the manor. Sleuthing for the truth, the wellbeing of the estate and its residents may be at stake! Where's a good detective when you need one?!

(Source: Tappytoon)",Unknown,"Kiarne (Story), Sol (Art)","Aug  3, 2017 to Aug  19, 2021"
1231,manhwa,Slave B,80,Finished,"Action,Adventure,Drama,Fantasy",7,#12343,#14739,6.52,"1,173","This is a world whose peace was destroyed by the Shadow Lord, Secneum. Niro is a half-elf, half-human boy who lost his parents as a baby and was adopted by a slave couple. In this world, slaves are not treated as humans. Since Niro's adoptive parents are slaves, they are mistreated and eventually lose their lives. Now Niro is alone once more, and must shoulder the burdens of his family and do whatever is takes to protect his two younger siblings. If Niro wants to escape this fate, there is only one thing he can do. He must graduate from the academy, ""Excanum"" just like the current Emperor, Muren who was once a slave!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Iminsu (Story), Parkgee (Art)","Apr  21, 2020 to Sep  13, 2021"
1232,manhwa,The Rebirth of a Tyrannical Empress,149,Finished,"Drama,Fantasy",3,#8997,#14741,6.51,"1,798","After downing one too many glasses of wine one night, Songha wakes up inside the world of her favorite novel as Empress Yulia. But being given the reins to an empire isn't as exciting as it seems—the tyrannical Yulia will soon meet a bloody fate at the hands of the captain of her personal guards, Justo. Songha must think of a way to reverse the events that lead up to the coup d'état, which will take place in just three days. She chooses to use warmth and benevolence to reach out to a group of loyal subjects Yulia exiled, but will her strategy be enough to win back the people's trust? Or will the empress's sudden change in behavior raise even more suspicion among the rebels?

(Source: Tappytoon)",Unknown,"Miraenavi (Story), Sanyang (Art)","Aug  13, 2020 to Mar  1, 2023"
1233,manhwa,The Tyrant's Guardian Is an Evil Witch,Unknown,Publishing,Fantasy,2,#11104,#14742,6.51,"1,358","Clete's heart sinks when a little child shows up on her doorstep one day. The wide-eyed boy is none other than Alpen, the emperor's illegitimate son and her terrifying future killer. But as a powerful witch herself, Clete is not one to surrender to fate. She decides to raise him with warmth and kindness in the hopes that he will walk a different path in life this time. The only problem? She has no idea how to raise a human child! With the help of her loyal butler, she starts with the basics: reading him a storybook, playing house, making him a friend... The two eventually form a special bond that she never thought was possible. But when dark forces begin to interfere, it becomes harder and harder to keep the boy from succumbing to evil. Will Clete's powers be enough to alter the future? Or will she inevitably meet her tragic end?

(Source: Tappytoon)",Unknown,"Bluelagoon (Story), Rata (Art)","Dec  27, 2020 to ?"
1234,manhwa,My Sister Picked Up the Male Lead,Unknown,Publishing,"Fantasy,Romance",0,#12327,#14743,6.51,"1,175","Amy is currently living a pleasant life as a character in a novel she read in her previous life. She already knows how the story goes, so when her sister gifts her a strange boy she found in the Night Woods for her 16th birthday, she panics. He is none other than Lennox Iberich, the male lead who lost his memories. And now that they've met, Amy will either have to accept her own death that's been foretold or do what she can to change the ending of her story.

(Source: Tappytoon)",Unknown,"Moon, Sihyun (Story), Dyubu (Art)","Aug  20, 2020 to ?"
1235,manhwa,I'm Destined to Greatness,Unknown,Publishing,"Action,Fantasy",1,#15830,#14744,6.51,803,"In the real world, Taehyun Kim has a boring low-effort life, but as a virtual reality gamer, he lives for a harsh challenge. Why become the best player in the world's hottest online game if you're going to do it the easy way? Warrior? Nope. Rogue? Nah. Taehyun wants to reach #1 as a blacksmith or, even better yet, unemployed. Unfortunately for him, his natural skills keep interfering, and this game likes him way too much! Seriously, how the hell did he end up as the god of luck?!

(Source: Tapas Media)",Unknown,"Geulsseuneun Gigye (Story), Seo, Yunkyo (Art)","Aug  8, 2019 to ?"
1236,manhwa,Cierra,66,Finished,"Drama,Fantasy,Romance",1,#17328,#14745,6.51,691,"Cierra Elburke and Claude LeSpencer, both sharing backgrounds of illegitimacy, find refuge from the scorn of their family and society in each other's arms. But when Cierra is forced to marry someone other than her beloved, she begs for another chance at life with a happier ending. Through the power of the ""key"" to the throne that is gifted by Claude, Cierra is given a chance to start over. Yet this time, she chooses to leave everything behind, including Claude, with hope for a better life. Has she made the right choice, or will this second chance prove more disastrous than her original fate?

(Source: Webtoon Entertainment)",Unknown,"Rana (Story), Moona (Art)","Aug  13, 2021 to May  31, 2023"
1237,manhwa,The Return of Elena the Knight,100,Finished,"Drama,Fantasy",2,#15732,#14746,6.51,811,"Elena Blaise grew up as a count's daughter in a royalist household backing Crown Prince Carlisle. The prince's sudden assassination makes way for the Anti-King Paveluc, who annihilates House Blaise overnight. As the sole survivor, Elena trains as a knight to avenge her family. When she finally faces off with Paveluc, a deadly blow not only knocks her unconscious but also catapults her into the past! Elena wakes up one year before the fall of House Blaise. Determined to protect her kin, she rushes to save Crown Prince Carlisle, asking for his hand in marriage and offering her services as his knight. Bewildered as he is, Carlisle takes the bait. The future now lies in the hands of his fiancée fighting on his behalf!

(Source: Tappytoon)",Unknown,"Lee, Harin (Story), Haneulmireu (Art)","Mar  16, 2021 to Feb  15, 2023"
1238,manhwa,Duchess in the Glass House,Unknown,Publishing,"Fantasy,Romance",1,#14866,#14747,6.51,890,"Rayna Vinosht was always known as the cursed one. Unloved by her father, she's married off to the handsome Duke Edgar Heathvilian, but he soon becomes cold to her, taking away her son and giving him to the seductive Monica Espert. But Rayna gets a second chance at life, and everything changes after she forms a contract with Undine, an adorable water spirit. Soon Rayna has supernatural powers and the confidence to rule over her estate like a strong duchess, but what will happen now that Edgar is falling in love with her?

(Source: Tapas Media)",Unknown,"Kim, Suo (Art), Tak Lee (Story)","Apr  12, 2021 to ?"
1239,manhwa,Until You Fall Asleep,1,Finished,Drama,1,#27075,#14827,6.51,288,"Irene is very happy when she finds out that her mother is getting remarried and will have an older sister to play with. Laura, on the other hand, is not so happy to see her father getting remarried after so little time since her mother’s death. While the girls start to settle their differences and become more friendly towards each other a dark secret starts to reveal itself.

(Source: Evil Flowers)",Unknown,"Yoon, Lee Hyun (Story & Art)",2012
1240,manhwa,I Woke Up as the Ugly Duckling,Unknown,Publishing,Fantasy,1,#11179,#14879,6.5,"1,346","What good is being reborn as the duke's daughter when you're the shame of the family? While her siblings were talented and beautiful, poor Sylvia was called fat and ugly, with a rumored bad personality to boot. Acting out for her cold father's attention only got her exiled from home and made her take her own life. But when the new ""Sylvia"" wakes up five years before her death, she could care less about the snarky opinions of others—she'll live this life her own way. In a world crawling with demons and thieves, she must use all the resources at her fingertips and prepare to survive on her own. Once she does, it's goodbye to her family and the naysayers... so why are the people who never cared about her before starting to take an interest in her?

(Source: Tappytoon)",Unknown,"Jung, Haim (Story), Kang, Seah (Art)","Dec  7, 2020 to ?"
1241,manhwa,My Three Tyrant Brothers,Unknown,Publishing,Fantasy,1,#11834,#14882,6.5,"1,246","All members of the Ascania imperial family are cursed to die at the hands of a loved one, a curse only broken by the birth of a girl into the bloodline. So when a young slave girl with the telltale, color-changing Ascania eyes is discovered, she's declared Princess Chloe, the little sister of the three princes. She's excited to finally have a family, but her new brothers seem a bit strange... They've always had to be cold and unfeeling for their own protection, but will Chloe's arrival plant the seed of change in their hearts?

(Source: Tapas Media)",Unknown,"Jomil (Story), Parkha (Art), Eundu (Art)","Apr  17, 2021 to ?"
1242,manhwa,Drug Devourer,Unknown,Publishing,"Action,Fantasy",0,#17640,#14883,6.5,670,"One day, a gate suddenly opened in the heavens, bringing with it the invasion of monsters and the intervention of monks in the human world.

""Miracle Drug 'Coffee' Administration""

[Medicinal Contents: Caffeine and Sugar]
・Provides energy
・Stimulates the central nervous system
・Maximizes senses and reflexes

The whole world appeared to slow down, and Hanyul's medications began to show their true effects.

(Source: Naver Corporation, translated)",Unknown,"Aro (Story), Ben (Art)","Oct  8, 2022 to ?"
1243,manhwa,In Dream World,25,Finished,"Action,Fantasy,Supernatural,Ecchi",1,#20530,#14933,6.5,511,"Nightmares are bad enough when asleep, but In Dream World, nightmares are real, physical monsters!

Drake, Hanee and Kyle fight these Nightmares with not only weapons, but ""In Dream Cards"". These cards have different elemental powers, and those who wield the cards are masters of their elements. Hanee and her friends must battle their way through the land of Nightmares to find their way home.

(Source: Tokyopop)",3,"Yoon, Jae Ho (Story & Art)",2003 to  2004
1244,manhwa,I Want You,6,Finished,Romance,1,#15751,#14940,6.5,810,"Che Ja Nok, 16 years old, has a disease where her hair grows 20 cm every night. She lives with her aunt. One day at school, she gets a call: Her aunt passed away. Now her life is turned upside down, what should she do?

(Source: MU)",1,"Won, Soo-yeon (Story & Art)",Jan  2003
1245,manhwa,The King's Choice,1,Finished,Unknown,0,#17735,#14941,6.5,664,"In a peaceful kingdom with much loved King, there is only one problem. Hopefully the King will make the right choice. (Source: M-U)",Unknown,"Gu, Hyun Jung (Story & Art)",Not available
1246,manhwa,Let's Be Perverts,34,Finished,"Comedy,Drama,Romance,Ecchi",3,#13423,#14944,6.5,"1,041","Perverto is just a regular 17-year-old...with the unavoidable nickname, ""pervert."" Unlike his namesake, he's actually quite naïve when it comes to sexual matters; his first and only youthful romance having ended terribly. To escape his bad reputation, he transfers to a new school for a fresh start. But on his first day there, he's falsely accused of groping a girl named Hongdan on the subway. To make matters worse, she happens to be another new student who has just transferred to his new school, to his very class. (Source: Netcomics)",4,"Lee, Youjung (Story & Art)",Not available
1247,manhwa,9 Faces of Love,9,Finished,"Love,Drama,Fantasy,Love,Romance,Sci-Fi,Supernatural",4,#10956,#14967,6.49,"1,385","A collection of oneshots:

Return of Princess Rouana - Asha was sent by her master Cayan, the so-called ""evil sorcerer,"" to send a message to the Royal Court that Princess Rouana will be returning home. Forty years ago, it was believed that the sorcerer Cayan kidnapped Princess Rouana. However, when Asha starts spending more time in the castle, she finds the place strangely familiar. Slowly, she discovers the secret Cayan wants her to find.

Believe Ye Your Eyes? - Sei is a guy with a face so beautiful that he can easily get any girl. Unfortunately, after a certain accident, he cannot see women -- yes, all women are invisible to him. Of course, he couldn't care less since being able to have a physical relationship with them is enough for him. Seeing them means trouble because they may become special to him. One day, Sei notices something -- he can see one woman, the annoying girl that lives next door whom he never bothers to pay attention to. Strangely, he is the only person who is invisible to her. Slowly, he starts investigating her, but gradually, he starts falling in love with her...

A Short Game About A Chance Encounter - This is the story of two people meeting each other by chance and falling in love. The manhwa itself is put together in the most narrative, where the narrator rewinds the story after each turning point of the story and retells it with a switch of scenario and possibilities. This is really a simple story told in the most unusual method ever.

Automation - 1005 is an android that was ""born"" with defects: she opened her eyes while being manufactured and she can dream. Yet, she isn't the only one. Shaa, known as 1004, also opened her eyes from the beginning. The two become close and they teach each other emotions that they are not suppose to have as androids. One day Shaa overhears her master saying that androids are implanted with the memories of humans, and she realizes the she and 1005 are not actually ""faulty products""....

A Cold - A simple story about a couple breaking up due to a minor fight. After they break up, the two of them can't help regretting it. She takes on his habit of eating ice mix in the middle of winter, while he, who has never gotten sick, now has a cold. The two continue to take on each other's habits until one day...

Purple Eyes - Ruben was born with the ability to make accurate predictions and read people's mind. He and his brother, Dave, and his brother girlfriend, Pat, are stuck in a ghost town when their car breaks down, and have no choice but to stay there for the night. There, Ruben discovers the history of the ghost town when he starts recalling the memories of an innocent girl who burnt to death at a witch trial. Ever since then the town has suffered from a curse, where every single girl in the village perished after hallucinations and high fever...

Leucadian - There was a famous Greek poetess who jumped off a cliff and committed suicide after she was rejected by her beloved. That cliff is called Leucadian. Leucadian has become a legend where it is rumored that anyone, with a broken heart, who jumps off the Leucadian Cliff and survives will recover from his or her loss. On a cruise trip on the Mediterranean Sea, Len meets the girl of his dream, but she is always alone, staring into the ocean. It turns out that she came to the Leucadian Cliff with a broken heart...

Mint Flavor - She and Gia have been best friends for 10 years and they know everything about each other. Gia has just come back from a trip to Rome with her boyfriend and they haven't seen each other for two weeks. She goes over to her place first thing when she gets back to Seoul and finds out that Gia has just broke up with her boyfriend. Together they discover that their feelings for each other are more than just as friends....

A Flying Lesson - When Herman runs away from her tutor, she picks up a bird who considers her as his mommy. He's not just any bird - he's a human with wings. Herman becomes attached to the little birdy, Lilda, and is determined to to teach Lilda how to fly...

(Source: Floating_Sakura)",1,Wann (Story & Art),"Sep  5, 2006 to Oct  23, 2006"
1248,manhwa,Unknown Code,83,Finished,"Action,Sci-Fi",3,#21831,#14982,6.49,453,"Alien invasions come in all shapes and sizes. This time, the Earth is under attack by ""Unknown Codes"" that infiltrate digital devices to eviscerate the human race. The only known way to counter these codes is to play their own game. An awkward mesh of men with different motives are recruited to fight. How is everything going to end?

(Source: Lezhin Comics)",Unknown,"Kim, Carnby (Story), Hoopa (Art)","Mar  16, 2016 to Nov  8, 2017"
1249,manhwa,Dating With a Tail,60,Finished,"Romance,Supernatural",0,#17903,#14984,6.49,654,"On the dawn of her 29th birthday, unlucky-in-love Yunha discovers a shocking family secret: she's started growing a fox tail, the mark of an ancestral curse. She must find her fated love before her 30th birthday or she is destined to become a fox forever! Even with her new-found enchanting power to attract men using her scent, will one year be enough to break the curse before it's too late?

(Source: Webtoon Entertainment)",Unknown,"Jinha (Story), Hepon (Art)","Mar  20, 2020 to Apr  9, 2021"
1250,manhwa,One Pair Lady,75,Finished,Fantasy,0,#22568,#14985,6.49,424,"Adel never intended to make her living at the card tables of casinos, but as an orphan with few other talents, her gift for gambling was too valuable to pass up. But one day, when she stumbles upon a young boy in danger, she sees an opportunity to finally pay forward the help she received as a child. She promises Ed that she will look after him—until she is suddenly sent 10 years into the future! Now, unable to return, she must follow any clues she can find to lead her back to the boy she swore to protect. But when her path leads her to a decadent casino cruise run by a wealthy and mysterious young nobleman, Adel begins to uncover more questions than answers...

(Source: Tappytoon)",Unknown,"Yojeongyong (Story), Ju, Eonkyum (Art)","Jul  3, 2021 to Nov  5, 2022"
1251,manhwa,"Let's Get a Divorce, Husband!",85,Finished,"Fantasy,Romance",1,#17258,#14986,6.49,695,"When Baek Hayul wakes up in a foreign world as Duchess Aila Rinehart, she knows she has to escape. Her husband, Duke Claude Rinehart, is the antagonist of the story, Prince, My Prince, who gets executed for plotting a revolt against the crown. Hayul has no intention of dying alongside her new husband and demands a divorce. But when Claude turns down her repeated requests to end their marriage, she has no choice but to propose a deal. She gives Claude one month to win her love and change her mind, something she is determined to resist with all her strength, but her time with Claude leaves her feeling suspicious, restless, and uncertain. Will Claude be able to win Hayul over, or will they ultimately part ways?

(Source: Tappytoon)",Unknown,"Maru Gongbang (Art), Rantesias (Story)","Aug  6, 2021 to Nov  4, 2022"
1252,manhwa,I Became a Renowned Family's Sword Prodigy,Unknown,Publishing,"Action,Fantasy",0,#10070,#14987,6.49,"1,559","Woojin Baek is the youngest son of a renowned swordsman family who has neither talent in swordsmanship nor an impressive Aura, despite trying harder than anyone. Although he was dishonored by his own family and killed, he reincarnates as the owner of a Magic Sword. His only goal is the destruction of his own family.

(Source: Naver Corporation, translated)",Unknown,"Maru Gongbang (Art), Jeonwook (Story)","Jun  22, 2022 to ?"
1253,manhwa,No Marriage Is Perfect,Unknown,Publishing,Romance,0,#20956,#14988,6.49,492,"An argument, a fall, and a lie. Determined to save her loveless marriage, Yeonhwa impulsively fakes memory loss to buy herself some time. After all, who would insist on divorcing someone with a brain injury? But now, not only is her ice-cold husband suddenly warm and caring, he's telling her that they've always shared a bed—even though she knows they've never even kissed! How long can she hold him at bay? Does she even want to? And maybe more to the point, who's playing who, here?

(Source: Webtoon Entertainment)",Unknown,"Lee, Dahong (Story), Choi (Art)","Apr  8, 2022 to ?"
